ticker,name,industry,market_cap,market_cap_num,symbol_url
ANIK,"Anika Therapeutics, Inc.",Drug Manufacturers - Specialty & Generic,140.58M,140580000,/stocks/anik/
ANIP,"ANI Pharmaceuticals, Inc.",Drug Manufacturers - Specialty & Generic,1.88B,1880000000,/stocks/anip/
ANIX,"Anixa Biosciences, Inc.",Biotechnology,135.95M,135950000,/stocks/anix/
ANL,Adlai Nortye Ltd.,Biotechnology,52.77M,52770000,/stocks/anl/
ANNA,"AleAnna, Inc.",Oil & Gas Exploration & Production,216.63M,216630000,/stocks/anna/
ANNX,"Annexon, Inc.",Biotechnology,347.24M,347240000,/stocks/annx/
ANPA,Rich Sparkle Holdings Limited,Specialty Business Services,326.44M,326440000,/stocks/anpa/
ANRO,"Alto Neuroscience, Inc.",Biotechnology,384.22M,384220000,/stocks/anro/
ANSC,Agriculture & Natural Solutions Acquisition Corporation,Shell Companies,477.83M,477830000,/stocks/ansc/
ANTA,Antalpha Platform Holding Company,Credit Services,267.08M,267079999,/stocks/anta/
ANTX,"AN2 Therapeutics, Inc.",Biotechnology,33.61M,33610000,/stocks/antx/
ANVS,"Annovis Bio, Inc.",Biotechnology,48.93M,48930000,/stocks/anvs/
ANY,Sphere 3D Corp.,Capital Markets,19.97M,19970000,/stocks/any/
AOMR,"Angel Oak Mortgage REIT, Inc.",REIT - Mortgage,215.55M,215550000,/stocks/aomr/
AON,Aon plc,Insurance Brokers,73.22B,73220000000,/stocks/aon/
AORT,"Artivion, Inc.",Medical Devices,2.14B,2140000000,/stocks/aort/
AOS,A. O. Smith Corporation,Specialty Industrial Machinery,9.19B,9190000000,/stocks/aos/
AOSL,Alpha and Omega Semiconductor Limited,Semiconductors,843.01M,843010000,/stocks/aosl/
AOUT,"American Outdoor Brands, Inc.",Leisure,86.95M,86950000,/stocks/aout/
AP,Ampco-Pittsburgh Corporation,Metal Fabrication,42.67M,42670000,/stocks/ap/
APA,APA Corporation,Oil & Gas Exploration & Production,8.10B,8100000000,/stocks/apa/
APAC,StoneBridge Acquisition II Corporation,Shell Companies,70.38M,70380000,/stocks/apac/
APAD,A Paradise Acquisition Corp.,Shell Companies,281.82M,281820000,/stocks/apad/
APAM,Artisan Partners Asset Management Inc.,Asset Management,3.52B,3520000000,/stocks/apam/
APD,"Air Products and Chemicals, Inc.",Specialty Chemicals,53.99B,53990000000,/stocks/apd/
APEI,"American Public Education, Inc.",Education & Training Services,605.07M,605070000,/stocks/apei/
APG,APi Group Corporation,Engineering & Construction,15.31B,15310000000,/stocks/apg/
APGE,"Apogee Therapeutics, Inc.",Biotechnology,3.71B,3710000000,/stocks/apge/
APH,Amphenol Corporation,Electronic Components,170.56B,170560000000,/stocks/aph/
API,"Agora, Inc.",Software - Application,322.07M,322070000,/stocks/api/
APLD,Applied Digital Corporation,Information Technology Services,9.69B,9690000000,/stocks/apld/
APLE,"Apple Hospitality REIT, Inc.",REIT - Hotel & Motel,2.65B,2650000000,/stocks/aple/
APLM,"Apollomics, Inc.",Biotechnology,29.98M,29980000,/stocks/aplm/
APLS,"Apellis Pharmaceuticals, Inc.",Biotechnology,2.72B,2720000000,/stocks/apls/
APLT,"Applied Therapeutics, Inc.",Biotechnology,165.61M,165610000,/stocks/aplt/
APM,Aptorum Group Limited,Biotechnology,11.73M,11730000,/stocks/apm/
APO,"Apollo Global Management, Inc.",Asset Management,71.11B,71110000000,/stocks/apo/
APOG,"Apogee Enterprises, Inc.",Building Products & Equipment,787.52M,787520000,/stocks/apog/
APP,AppLovin Corporation,Advertising Agencies,215.58B,215580000000,/stocks/app/
APPF,"AppFolio, Inc.",Software - Application,9.12B,9120000000,/stocks/appf/
APPN,Appian Corporation,Software - Infrastructure,2.22B,2220000000,/stocks/appn/
APPS,"Digital Turbine, Inc.",Software - Application,676.26M,676260000,/stocks/apps/
APRE,"Aprea Therapeutics, Inc.",Biotechnology,8.16M,8160000,/stocks/apre/
APT,"Alpha Pro Tech, Ltd.",Building Products & Equipment,47.65M,47650000,/stocks/apt/
APTV,Aptiv PLC,Auto Parts,17.52B,17520000000,/stocks/aptv/
APUS,"Apimeds Pharmaceuticals US, Inc.",Drug Manufacturers - Specialty & Generic,27.54M,27540000,/stocks/apus/
APVO,Aptevo Therapeutics Inc.,Biotechnology,5.10M,5100000,/stocks/apvo/
APWC,Asia Pacific Wire & Cable Corporation Limited,Electrical Equipment & Parts,37.42M,37420000,/stocks/apwc/
APXT,Apex Treasury Corporation,Shell Companies,404.80M,404800000,/stocks/apxt/
APYX,Apyx Medical Corporation,Medical Devices,114.59M,114590000,/stocks/apyx/
AQB,"AquaBounty Technologies, Inc.",Farm Products,5.04M,5040000,/stocks/aqb/
AQMS,"Aqua Metals, Inc.",Waste Management,13.65M,13650000,/stocks/aqms/
AQN,Algonquin Power & Utilities Corp.,Utilities - Diversified,4.29B,4290000000,/stocks/aqn/
AQST,"Aquestive Therapeutics, Inc.",Drug Manufacturers - Specialty & Generic,825.04M,825040000,/stocks/aqst/
AR,Antero Resources Corporation,Oil & Gas Exploration & Production,9.54B,9540000000,/stocks/ar/
ARAI,Arrive AI Inc.,Software - Infrastructure,165.46M,165460000,/stocks/arai/
ARAY,Accuray Incorporated,Medical Devices,158.94M,158940000,/stocks/aray/
ARBB,ARB IOT Group Limited,Information Technology Services,10.84M,10840000,/stocks/arbb/
ARBE,Arbe Robotics Ltd.,Software - Infrastructure,212.99M,212990000,/stocks/arbe/
ARBK,Argo Blockchain plc,Capital Markets,21.44M,21440000,/stocks/arbk/
ARCB,ArcBest Corporation,Trucking,1.69B,1690000000,/stocks/arcb/
ARCC,Ares Capital Corporation,Asset Management,14.57B,14570000000,/stocks/arcc/
ARCO,Arcos Dorados Holdings Inc.,Restaurants,1.51B,1510000000,/stocks/arco/
ARCT,Arcturus Therapeutics Holdings Inc.,Biotechnology,270.73M,270730000,/stocks/arct/
ARDT,"Ardent Health, Inc.",Medical Care Facilities,2.08B,2080000000,/stocks/ardt/
ARDX,"Ardelyx, Inc.",Biotechnology,1.46B,1460000000,/stocks/ardx/
ARE,"Alexandria Real Estate Equities, Inc.",REIT - Office,10.06B,10060000000,/stocks/are/
AREB,"American Rebel Holdings, Inc.",Footwear & Accessories,7.86M,7860000,/stocks/areb/
AREC,American Resources Corporation,Coking Coal,388.35M,388350000,/stocks/arec/
AREN,"The Arena Group Holdings, Inc.",Internet Content & Information,264.38M,264380000,/stocks/aren/
ARES,Ares Management Corporation,Asset Management,48.58B,48580000000,/stocks/ares/
ARGX,argenx SE,Biotechnology,49.81B,49810000000,/stocks/argx/
ARHS,"Arhaus, Inc.",Specialty Retail,1.41B,1410000000,/stocks/arhs/
ARI,"Apollo Commercial Real Estate Finance, Inc.",REIT - Mortgage,1.36B,1360000000,/stocks/ari/
ARKO,Arko Corp.,Specialty Retail,496.63M,496630000,/stocks/arko/
ARKR,Ark Restaurants Corp.,Restaurants,25.57M,25570000,/stocks/arkr/
ARL,"American Realty Investors, Inc.",Real Estate Services,254.39M,254390000,/stocks/arl/
ARLO,"Arlo Technologies, Inc.",Building Products & Equipment,2.02B,2020000000,/stocks/arlo/
ARLP,"Alliance Resource Partners, L.P.",Thermal Coal,3.14B,3140000000,/stocks/arlp/
ARM,Arm Holdings plc,Semiconductors,179.84B,179840000000,/stocks/arm/
ARMK,Aramark,Specialty Business Services,9.96B,9960000000,/stocks/armk/
ARMN,Aris Mining Corporation,Gold,2.01B,2009999999,/stocks/armn/
ARMP,"Armata Pharmaceuticals, Inc.",Biotechnology,177.89M,177890000,/stocks/armp/
AROC,"Archrock, Inc.",Oil & Gas Equipment & Services,4.43B,4430000000,/stocks/aroc/
AROW,Arrow Financial Corporation,Banks - Regional,458.45M,458450000,/stocks/arow/
ARQ,"Arq, Inc.",Pollution & Treatment Controls,283.47M,283470000,/stocks/arq/
ARQQ,Arqit Quantum Inc.,Software - Infrastructure,667.20M,667200000,/stocks/arqq/
ARQT,"Arcutis Biotherapeutics, Inc.",Biotechnology,3.10B,3100000000,/stocks/arqt/
ARR,"ARMOUR Residential REIT, Inc.",REIT - Mortgage,1.81B,1810000000,/stocks/arr/
ARRY,"Array Technologies, Inc.",Solar,1.32B,1320000000,/stocks/arry/
ARTL,"Artelo Biosciences, Inc.",Biotechnology,5.93M,5930000,/stocks/artl/
ARTNA,Artesian Resources Corporation,Utilities - Regulated Water,332.31M,332310000,/stocks/artna/
ARTV,"Artiva Biotherapeutics, Inc.",Biotechnology,101.86M,101860000,/stocks/artv/
ARTW,"Art's-Way Manufacturing Co., Inc.",Agricultural - Machinery,12.61M,12610000,/stocks/artw/
ARVN,"Arvinas, Inc.",Biotechnology,744.45M,744450000,/stocks/arvn/
ARW,"Arrow Electronics, Inc.",Electronics & Computer Distribution,5.75B,5750000000,/stocks/arw/
ARWR,"Arrowhead Pharmaceuticals, Inc.",Biotechnology,5.86B,5860000000,/stocks/arwr/
ARX,Accelerant Holdings,Insurance Brokers,2.56B,2560000000,/stocks/arx/
AS,"Amer Sports, Inc.",Leisure,17.32B,17320000000,/stocks/as/
ASA,ASA Gold and Precious Metals Limited,Asset Management,867.37M,867370000,/stocks/asa/
ASAN,"Asana, Inc.",Software - Application,3.32B,3320000000,/stocks/asan/
ASB,Associated Banc-Corp,Banks - Regional,4.05B,4050000000,/stocks/asb/
ASBP,"Aspire Biopharma Holdings, Inc.",Biotechnology,18.94M,18940000,/stocks/asbp/
ASC,Ardmore Shipping Corporation,Marine Shipping,511.46M,511460000,/stocks/asc/
ASGN,ASGN Incorporated,Information Technology Services,1.91B,1910000000,/stocks/asgn/
ASH,Ashland Inc.,Specialty Chemicals,2.24B,2240000000,/stocks/ash/
ASIC,Ategrity Specialty Insurance Company Holdings,Insurance - Property & Casualty,933.94M,933940000,/stocks/asic/
ASIX,AdvanSix Inc.,Chemicals,499.03M,499030000,/stocks/asix/
ASLE,AerSale Corporation,Airports & Air Services,350.09M,350090000,/stocks/asle/
ASM,Avino Silver & Gold Mines Ltd.,Other Precious Metals & Mining,698.27M,698270000,/stocks/asm/
ASMB,"Assembly Biosciences, Inc.",Biotechnology,483.14M,483140000,/stocks/asmb/
ASML,ASML Holding N.V.,Semiconductor Equipment & Materials,410.10B,410100000000,/stocks/asml/
ASND,Ascendis Pharma A/S,Biotechnology,12.32B,12320000000,/stocks/asnd/
ASNS,"Actelis Networks, Inc.",Communication Equipment,9.61M,9610000,/stocks/asns/
ASO,"Academy Sports and Outdoors, Inc.",Specialty Retail,3.19B,3190000000,/stocks/aso/
ASPC,A SPAC III Acquisition Corp.,Shell Companies,84.58M,84580000,/stocks/aspc/
ASPI,ASP Isotopes Inc.,Chemicals,1.12B,1120000000,/stocks/aspi/
ASPN,"Aspen Aerogels, Inc.",Building Products & Equipment,670.41M,670410000,/stocks/aspn/
ASPS,Altisource Portfolio Solutions S.A.,Real Estate Services,99.48M,99480000,/stocks/asps/
ASR,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",Airports & Air Services,9.08B,9080000000,/stocks/asr/
ASRT,"Assertio Holdings, Inc.",Drug Manufacturers - Specialty & Generic,71.64M,71640000,/stocks/asrt/
ASRV,"AmeriServ Financial, Inc.",Banks - Regional,50.38M,50380000,/stocks/asrv/
ASST,"Strive Asset Management, LLC",Asset Management,916.32M,916320000,/stocks/asst/
ASTC,Astrotech Corporation,Scientific & Technical Instruments,6.47M,6470000,/stocks/astc/
ASTE,"Astec Industries, Inc.",Farm & Heavy Construction Machinery,1.06B,1060000000,/stocks/aste/
ASTH,"Astrana Health, Inc.",Medical Care Facilities,1.56B,1560000000,/stocks/asth/
ASTI,"Ascent Solar Technologies, Inc.",Solar,6.28M,6280000,/stocks/asti/
ASTL,Algoma Steel Group Inc.,Steel,437.57M,437570000,/stocks/astl/
ASTS,"AST SpaceMobile, Inc.",Communication Equipment,29.47B,29470000000,/stocks/asts/
ASUR,"Asure Software, Inc.",Software - Application,242.71M,242710000,/stocks/asur/
ASX,"ASE Technology Holding Co., Ltd.",Semiconductors,34.96B,34960000000,/stocks/asx/
ASYS,"Amtech Systems, Inc.",Semiconductor Equipment & Materials,113.51M,113510000,/stocks/asys/
ATAI,Atai Life Sciences N.V.,Biotechnology,1.25B,1250000000,/stocks/atai/
ATAT,Atour Lifestyle Holdings Limited,Lodging,5.36B,5360000000,/stocks/atat/
ATCH,"AtlasClear Holdings, Inc.",Software - Infrastructure,48.36M,48360000,/stocks/atch/
ATEC,"Alphatec Holdings, Inc.",Medical Devices,2.82B,2820000000,/stocks/atec/
ATEN,"A10 Networks, Inc.",Software - Infrastructure,1.29B,1290000000,/stocks/aten/
ATER,"Aterian, Inc.","Furnishings, Fixtures & Appliances",7.80M,7800000,/stocks/ater/
ATEX,Anterix Inc.,Telecom Services,378.92M,378920000,/stocks/atex/
ATGE,Adtalem Global Education Inc.,Education & Training Services,3.56B,3560000000,/stocks/atge/
ATGL,Alpha Technology Group Limited,Software - Infrastructure,312.79M,312790000,/stocks/atgl/
ATHA,"Athira Pharma, Inc.",Biotechnology,16.39M,16390000,/stocks/atha/
ATHE,Alterity Therapeutics Limited,Biotechnology,71.10M,71100000,/stocks/athe/
ATHM,Autohome Inc.,Internet Content & Information,3.02B,3020000000,/stocks/athm/
ATHR,"Aether Holdings, Inc.",Software - Application,74.91M,74910000,/stocks/athr/
ATI,ATI Inc.,Metal Fabrication,13.45B,13450000000,/stocks/ati/
ATII,Archimedes Tech SPAC Partners II Co.,Shell Companies,318.09M,318090000,/stocks/atii/
ATKR,Atkore Inc.,Electrical Equipment & Parts,2.33B,2330000000,/stocks/atkr/
ATLC,Atlanticus Holdings Corporation,Credit Services,833.56M,833560000,/stocks/atlc/
ATLN,Atlantic International Corp.,Staffing & Employment Services,161.70M,161700000,/stocks/atln/
ATLO,Ames National Corporation,Banks - Regional,185.63M,185630000,/stocks/atlo/
ATLX,Atlas Lithium Corporation,Other Precious Metals,109.86M,109860000,/stocks/atlx/
ATMC,AlphaTime Acquisition Corp,Shell Companies,31.77M,31770000,/stocks/atmc/
ATMU,Atmus Filtration Technologies Inc.,Auto Parts,3.74B,3740000000,/stocks/atmu/
ATMV,AlphaVest Acquisition Corp,Shell Companies,29.47M,29470000,/stocks/atmv/
ATNI,"ATN International, Inc.",Telecommunications Services,217.52M,217520000,/stocks/atni/
ATNM,"Actinium Pharmaceuticals, Inc.",Biotechnology,44.61M,44610000,/stocks/atnm/
ATO,Atmos Energy Corporation,Utilities - Regulated Gas,27.57B,27570000000,/stocks/ato/
ATOM,Atomera Incorporated,Semiconductors,100.11M,100110000,/stocks/atom/
ATON,AlphaTON Capital Corp.,Asset Management,32.63M,32630000,/stocks/aton/
ATOS,"Atossa Therapeutics, Inc.",Biotechnology,114.91M,114910000,/stocks/atos/
ATPC,Agape ATP Corporation,Packaged Foods,60.01M,60010000,/stocks/atpc/
ATR,"AptarGroup, Inc.",Medical Instruments & Supplies,7.64B,7640000000,/stocks/atr/
ATRA,"Atara Biotherapeutics, Inc.",Biotechnology,104.30M,104300000,/stocks/atra/
ATRC,"AtriCure, Inc.",Medical Instruments & Supplies,1.72B,1720000000,/stocks/atrc/
ATRO,Astronics Corporation,Aerospace & Defense,1.74B,1740000000,/stocks/atro/
ATS,ATS Corporation,Specialty Industrial Machinery,2.69B,2690000000,/stocks/ats/
ATUS,"Altice USA, Inc.",Telecom Services,1.05B,1050000000,/stocks/atus/
ATXG,Addentax Group Corp.,Integrated Freight & Logistics,5.76M,5760000,/stocks/atxg/
ATXS,"Astria Therapeutics, Inc.",Biotechnology,712.77M,712770000,/stocks/atxs/
ATYR,"aTyr Pharma, Inc.",Biotechnology,84.86M,84860000,/stocks/atyr/
AU,AngloGold Ashanti plc,Gold,34.32B,34320000000,/stocks/au/
AUB,Atlantic Union Bankshares Corporation,Banks - Regional,4.61B,4610000000,/stocks/aub/
AUBN,"Auburn National Bancorporation, Inc.",Banks - Regional,89.79M,89790000,/stocks/aubn/
AUDC,AudioCodes Ltd.,Communication Equipment,256.66M,256660000,/stocks/audc/
AUGO,Aura Minerals Inc.,Gold,2.70B,2700000000,/stocks/augo/
AUID,authID Inc.,Software - Infrastructure,35.36M,35360000,/stocks/auid/
AUNA,Auna S.A.,Medical Care Facilities,437.42M,437420000,/stocks/auna/
AUPH,Aurinia Pharmaceuticals Inc.,Biotechnology,1.73B,1730000000,/stocks/auph/
AUR,"Aurora Innovation, Inc.",Information Technology Services,10.14B,10140000000,/stocks/aur/
AURA,"Aura Biosciences, Inc.",Biotechnology,380.79M,380790000,/stocks/aura/
AURE,Prestige Wealth Inc.,Asset Management,33.19M,33189999,/stocks/aure/
AUST,Austin Gold Corp.,Gold,22.16M,22160000,/stocks/aust/
AUTL,Autolus Therapeutics plc,Biotechnology,412.52M,412520000,/stocks/autl/
AUUD,Auddia Inc.,Software - Application,2.90M,2900000,/stocks/auud/
AVA,Avista Corporation,Utilities - Diversified,3.09B,3090000000,/stocks/ava/
AVAH,Aveanna Healthcare Holdings Inc.,Medical Care Facilities,1.89B,1890000000,/stocks/avah/
AVAL,Grupo Aval Acciones y Valores S.A.,Banks - Regional,4.74B,4740000000,/stocks/aval/
AVAV,"AeroVironment, Inc.",Aerospace & Defense,18.39B,18390000000,/stocks/avav/
AVB,"AvalonBay Communities, Inc.",REIT - Residential,24.78B,24780000000,/stocks/avb/
AVBC,"Avidia Bancorp, Inc.",Banks - Regional,298.53M,298530000,/stocks/avbc/
AVBH,"Avidbank Holdings, Inc.",Banks - Regional,285.47M,285470000,/stocks/avbh/
AVBP,"ArriVent BioPharma, Inc.",Biotechnology,759.86M,759860000,/stocks/avbp/
AVD,American Vanguard Corporation,Agricultural Inputs,127.09M,127090000,/stocks/avd/
AVDL,Avadel Pharmaceuticals plc,Drug Manufacturers - Specialty & Generic,1.84B,1840000000,/stocks/avdl/
AVGO,Broadcom Inc.,Semiconductors,1.75T,1750000000000,/stocks/avgo/
AVIR,"Atea Pharmaceuticals, Inc.",Biotechnology,257.91M,257910000,/stocks/avir/
AVNS,"Avanos Medical, Inc.",Medical Devices,515.53M,515530000,/stocks/avns/
AVNT,Avient Corporation,Specialty Chemicals,2.94B,2940000000,/stocks/avnt/
AVNW,"Aviat Networks, Inc.",Communication Equipment,319.54M,319540000,/stocks/avnw/
AVO,"Mission Produce, Inc.",Food Distribution,813.53M,813530000,/stocks/avo/
AVPT,"AvePoint, Inc.",Software - Infrastructure,2.98B,2980000000,/stocks/avpt/
AVR,Anteris Technologies Global Corp.,Medical Instruments & Supplies,166.68M,166680000,/stocks/avr/
AVT,"Avnet, Inc.",Electronics & Computer Distribution,3.94B,3940000000,/stocks/avt/
AVTR,"Avantor, Inc.",Medical Instruments & Supplies,8.06B,8060000000,/stocks/avtr/
AVTX,"Avalo Therapeutics, Inc.",Biotechnology,237.14M,237140000,/stocks/avtx/
AVXL,Anavex Life Sciences Corp.,Biotechnology,684.57M,684570000,/stocks/avxl/
AVY,Avery Dennison Corporation,Packaging & Containers,13.52B,13520000000,/stocks/avy/
AWI,"Armstrong World Industries, Inc.",Building Products & Equipment,8.21B,8210000000,/stocks/awi/
AWK,"American Water Works Company, Inc.",Utilities - Regulated Water,25.06B,25060000000,/stocks/awk/
AWR,American States Water Company,Regulated Water,2.75B,2750000000,/stocks/awr/
AWRE,"Aware, Inc.",Software - Application,47.10M,47100000,/stocks/awre/
AWX,Avalon Holdings Corporation,Waste Management,10.68M,10680000,/stocks/awx/
AX,"Axos Financial, Inc.",Banks - Regional,4.42B,4420000000,/stocks/ax/
AXG,Solowin Holdings,Financial - Capital Markets,662.68M,662680000,/stocks/axg/
AXGN,"Axogen, Inc.",Medical Devices,1.02B,1020000000,/stocks/axgn/
AXIL,"AXIL Brands, Inc.",Consumer Electronics,37.78M,37780000,/stocks/axil/
AXIN,Axiom Intelligence Acquisition Corp 1,Shell Companies,274.30M,274300000,/stocks/axin/
AXL,"American Axle & Manufacturing Holdings, Inc.",Auto Parts,735.72M,735720000,/stocks/axl/
AXON,"Axon Enterprise, Inc.",Aerospace & Defense,57.48B,57480000000,/stocks/axon/
AXP,American Express Company,Credit Services,248.49B,248490000000,/stocks/axp/
AXR,AMREP Corporation,Real Estate - Development,113.23M,113230000,/stocks/axr/
AXS,AXIS Capital Holdings Limited,Insurance - Specialty,7.22B,7220000000,/stocks/axs/
AXSM,"Axsome Therapeutics, Inc.",Biotechnology,6.74B,6740000000,/stocks/axsm/
AXTA,Axalta Coating Systems Ltd.,Specialty Chemicals,6.07B,6070000000,/stocks/axta/
AXTI,"AXT, Inc.",Semiconductor Equipment & Materials,351.49M,351490000,/stocks/axti/
AYI,Acuity Inc.,Electrical Equipment & Parts,11.10B,11100000000,/stocks/ayi/
AYTU,"Aytu BioPharma, Inc.",Drug Manufacturers - Specialty & Generic,22.50M,22500000,/stocks/aytu/
AZ,A2Z Cust2Mate Solutions Corp.,Software - Application,310.52M,310520000,/stocks/az/
AZI,Autozi Internet Technology (Global) Ltd.,Auto - Dealerships,10.60M,10600000,/stocks/azi/
AZN,AstraZeneca PLC,Drug Manufacturers - General,253.98B,253980000000,/stocks/azn/
AZO,"AutoZone, Inc.",Auto Parts,61.12B,61120000000,/stocks/azo/
AZTA,"Azenta, Inc.",Medical Instruments & Supplies,1.38B,1380000000,/stocks/azta/
AZTR,"Azitra, Inc.",Biotechnology,1.84M,1840000,/stocks/aztr/
AZZ,AZZ Inc.,Manufacturing - Metal Fabrication,3.00B,3000000000,/stocks/azz/
B,Barrick Mining Corporation,Gold,56.05B,56050000000,/stocks/b/
BA,The Boeing Company,Aerospace & Defense,152.79B,152790000000,/stocks/ba/
BABA,Alibaba Group Holding Limited,Internet Retail,380.80B,380800000000,/stocks/baba/
BAC,Bank of America Corporation,Banks - Diversified,390.32B,390320000000,/stocks/bac/
BACC,Blue Acquisition Corp.,Shell Companies,281.30M,281300000,/stocks/bacc/
BACQ,Bleichroeder Acquisition Corp. I,Shell Companies,370.33M,370330000,/stocks/bacq/
BAER,"Bridger Aerospace Group Holdings, Inc.",Security & Protection Services,95.51M,95510000,/stocks/baer/
BAFN,BayFirst Financial Corp.,Banks - Regional,36.79M,36790000,/stocks/bafn/
BAH,Booz Allen Hamilton Holding Corporation,Consulting Services,10.57B,10570000000,/stocks/bah/
